Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.00325506602262156,0.0204763017132949,0.0257468978154951,0,0,0,11.3762827967786,0.0406078012200441,0.0102641818605393,-3.94854534274407E-07,0.0528921667296946,-2.83895501119624E-08,0.0710451640958759,0,0,0,0,0,0,package://tripod6/meshes/base_link.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://tripod6/meshes/base_link.STL,,coverplate_solid_v3-11;elec_plate-2/elec_part_3-1;elec_plate-2/elec_part_2-1;elec_plate-2/elec_part_1-1;coverplate_solid_v3-3;hexagon_body_v3_skeleton-1/horizontal_strut_v3-5;hexagon_body_v3_skeleton-1/low_angled_strut_v3-5;hexagon_body_v3_skeleton-1/low_angled_strut_v3-4;hexagon_body_v3_skeleton-1/angled_strut_v4-3;hexagon_body_v3_skeleton-1/side_wall_strut_v3-7;coverplate_solid_v3-2;coverplate_solid_v3-10;coverplate_solid_v3-12;coverplate_solid_v3-4;battery_v3-2;side_wall_v3-2;side_wall_v3-1;hexagon_body_v3_skeleton-1/midplane_plate_v3-2;hexagon_body_v3_skeleton-1/horizontal_strut_v3-2;hexagon_body_v3_skeleton-1/angled_strut_v4-9;hexagon_body_v3_skeleton-1/angled_strut_v4-8;hexagon_body_v3_skeleton-1/side_wall_strut_v3-3;hexagon_body_v3_skeleton-1/low_angled_strut_v3-9;hexagon_body_v3_skeleton-1/side_wall_strut_v3-4;hexagon_body_v3_skeleton-1/low_angled_strut_v3-10;hexagon_body_v3_skeleton-1/side_wall_strut_v3-8;Leg assembly-2/roller pin-1;Leg assembly-2/roller-2;hexagon_body_v3_skeleton-1/side_wall_strut_v3-12;side_wall_v3-3;coverplate_solid_v3-6;coverplate_solid_v3-5;side_motor_wall_v3-2;side_motor_wall_v3-4;coverplate_solid_v3-1;hexagon_body_v3_skeleton-1/low_angled_strut_v3-6;hexagon_body_v3_skeleton-1/low_angled_strut_v3-1;hexagon_body_v3_skeleton-1/low_angled_strut_v3-2;hexagon_body_v3_skeleton-1/low_angled_strut_v3-3;hexagon_body_v3_skeleton-1/angled_strut_v4-6;LD19-1/LD19.step-1/LD19_BODY.step-1;LD19-1/LD19.step-1/LD19_EMITTER.step-1;hexagon_body_v3_skeleton-1/angled_strut_v4-5;LiDAR_plate_v4-1;hexagon_body_v3_skeleton-1/center_hex_tube-1;hexagon_body_v3_skeleton-1/angled_strut_v4-1;hexagon_body_v3_skeleton-1/angled_strut_v4-2;LD19-1/LD19.step-1/LD19_BASE.step-1;hexagon_body_v3_skeleton-1/angled_strut_v4-4;motor_mount_z_bar_l_v3-4;motor_mount_plate_v3-1;motor_mount_z_bar_r_v3-10;motor_mount_plate_v3-3;motor_mount_z_bar_l_v3-1;hexagon_body_v3_skeleton-1/side_wall_strut_v3-5;hexagon_body_v3_skeleton-1/side_wall_strut_v3-1;motor_mount_z_bar_r_v3-5;motor_mount_z_bar_l_v3-3;hexagon_body_v3_skeleton-1/low_angled_strut_v3-11;coverplate_solid_v3-7;hexagon_body_v3_skeleton-1/low_angled_strut_v3-12;hexagon_body_v3_skeleton-1/low_angled_strut_v3-8;hexagon_body_v3_skeleton-1/angled_strut_v4-10;hexagon_body_v3_skeleton-1/angled_strut_v4-11;LiDAR_plate_v4-2;LD19-2/LD19.step-1/LD19_BASE.step-1;LD19-2/LD19.step-1/LD19_EMITTER.step-1;LD19-2/LD19.step-1/LD19_BODY.step-1;motor_mount_plate_v3-2;motor_mount_z_bar_r_v3-7;motor_mount_z_bar_l_v3-5;elec_plate-1/motor_elec_plate-1;hexagon_body_v3_skeleton-1/angled_strut_v4-7;coverplate_solid_v3-9;coverplate_solid_v3-8;hexagon_body_v3_skeleton-1/low_angled_strut_v3-7;hexagon_body_v3_skeleton-1/angled_strut_v4-12;elec_plate-3/elec_part_2-1;elec_plate-3/elec_part_1-1;elec_plate-3/motor_elec_plate-1;elec_plate-3/elec_part_3-1;battery_v3-1;motor_mount_z_bar_l_v3-6;motor_mount_z_bar_r_v3-4;motor_mount_z_bar_l_v3-2;side_motor_wall_v3-3;elec_plate-2/motor_elec_plate-1;motor_mount_z_bar_r_v3-12;elec_plate-1/elec_part_1-1;elec_plate-1/elec_part_3-1;elec_plate-1/elec_part_2-1;hexagon_body_v3_skeleton-1/midplane_plate_v3-1;motor_mount_z_bar_r_v3-2;hexagon_body_v3_skeleton-1/side_wall_strut_v3-9;hexagon_body_v3_skeleton-1/side_wall_strut_v3-2;hexagon_body_v3_skeleton-1/side_wall_strut_v3-6;hexagon_body_v3_skeleton-1/side_wall_strut_v3-10,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
sec01,0.00048653,0.015913,-3.1489E-05,0,0,0,0.69712,0.0011428,-9.0045E-05,-4.1383E-07,0.0011939,-4.932E-19,0.00095487,0,0,0,0,0,0,package://tripod6/meshes/sec01.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://tripod6/meshes/sec01.STL,,motor_mount_v3-2/motor v2 base-1;motor_mount_v3-2/motor_mount_L_bracket-1,Coordinate System1,Axis1,leg01,revolute,-0.0027021,-0.19892,0.029643,0,0,-1.5708,base_link,1,0,0,0,0,-1.571,1.571,,,,,,,,
hsec01,-0.0858021916032918,-0.0356038115553252,-0.0478130457045351,0,0,0,2.59385150429137,0.0132813268489571,1.03375570286498E-07,7.13532302168331E-06,0.00811205669431778,-0.00473111556439252,0.00548869413504745,0,0,0,0,0,0,package://tripod6/meshes/hsec01.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tripod6/meshes/hsec01.STL,,motor_mount_v3-2/motor v2 base-2;Leg assembly-1/motor v2 base-1;motor_mount_v3-2/motor_mount_connection_v3-1;Leg assembly-1/upper leg bottom plate-1;Leg assembly-1/Side wall 2-1;Leg assembly-1/upper leg v4 top part-1;Leg assembly-1/semi circle-1;Leg assembly-1/roller-2;Leg assembly-1/roller pin-1;Leg assembly-1/roller pin-2;Leg assembly-1/1428N37_T5 Series Timing Belt Pulley (MOD-Upper)-1;Leg assembly-1/motor to pulley v2-1;Leg assembly-1/tensioner roller-1;Leg assembly-1/tensioner arm-1;Leg assembly-1/Side wall 1-2;Leg assembly-1/running_gear-1,Coordinate System4,Axis4,high01,revolute,0.0788064380992387,0.0895000000000011,0,0,0,1.5707963267949,sec01,-1,0,0,0,0,-1.571,1.571,,,,,,,,
lsec01,-0.00741155567241021,-0.00127192326916403,-0.0533920056192748,0,0,0,0.292019107167018,0.000681102636560165,7.38104870478283E-10,-9.0996591265309E-11,0.000615407778319895,-1.26066070763318E-05,8.65624197807898E-05,0,0,0,0,0,0,package://tripod6/meshes/lsec01.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tripod6/meshes/lsec01.STL,,Leg assembly-1/bottom leg v5-1;Leg assembly-1/1428N37_T5 Series Timing Belt Pulley (MOD-Lower)-1;Leg assembly-1/leg v4 hex pin-1;Leg assembly-1/Ball Bearing F608ZZ-1;Leg assembly-1/spacer-1;Leg assembly-1/Ball Bearing F608ZZ-2;Leg assembly-1/rubber_ball_knob-1,Coordinate System7,Axis7,low01,revolute,-0.10655,-0.162849136784516,-0.216842702161685,0,0,0,hsec01,-1,0,0,0,0,-1.571,1.571,,,,,,,,
sec02,0.00048653,0.015902,-0.00057944,0,0,0,0.69712,0.0011428,-9.0005E-05,2.6872E-06,0.0011936,-8.2262E-06,0.00095515,0,0,0,0,0,0,package://tripod6/meshes/sec02.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://tripod6/meshes/sec02.STL,,motor_mount_v3-3/motor v2 base-1;motor_mount_v3-3/motor_mount_L_bracket-1,Coordinate System2,Axis2,leg02,revolute,0.18577,0.12753,0.029643,0,0,0.5236,base_link,1,0,0,0,0,-1.571,1.571,,,,,,,,
hsec02,0.0335085717729542,-0.085756652923112,-0.0493355728010134,0,0,0,2.5896766478431,0.0085198262787041,-1.03390021082483E-07,0.00459661998532711,0.0132812323187152,7.12185204419002E-06,0.00508067346034401,0,0,0,0,0,0,package://tripod6/meshes/hsec02.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tripod6/meshes/hsec02.STL,,motor_mount_v3-3/motor v2 base-2;Leg assembly-3/motor v2 base-1;Leg assembly-3/upper leg bottom plate-1;Leg assembly-3/Side wall 2-1;Leg assembly-3/upper leg v4 top part-1;Leg assembly-3/semi circle-1;Leg assembly-3/roller pin-2;Leg assembly-3/roller pin-1;Leg assembly-3/Side wall 1-2;Leg assembly-3/running_gear-1;Leg assembly-3/roller-2;Leg assembly-3/1428N37_T5 Series Timing Belt Pulley (MOD-Upper)-1;Leg assembly-3/motor to pulley v2-1;Leg assembly-3/tensioner arm-1;motor_mount_v3-3/motor_mount_connection_v3-1,Coordinate System5,Axis5,high02,revolute,0.0788064380992388,0.0894469172453881,-0.00308204401280986,-0.0344430556533543,0,0,sec02,0,-1,0,0,0,-1.571,1.571,,,,,,,,
lsec02,-0.00106185200526404,-0.00741156475670043,-0.05339660055728,0,0,0,0.292019102742486,0.0006155001532679,-7.36355502695954E-10,-1.05232958011785E-05,0.00068110389430123,-4.62761016689675E-10,8.64713392775338E-05,0,0,0,0,0,0,package://tripod6/meshes/lsec02.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tripod6/meshes/lsec02.STL,,Leg assembly-3/bottom leg v5-1;Leg assembly-3/rubber_ball_knob-1;Leg assembly-3/Ball Bearing F608ZZ-1;Leg assembly-3/spacer-1;Leg assembly-3/1428N37_T5 Series Timing Belt Pulley (MOD-Lower)-1;Leg assembly-3/Ball Bearing F608ZZ-2;Leg assembly-3/leg v4 hex pin-1,Coordinate System8,Axis8,low02,revolute,0.153312406197674,-0.10655,-0.223737141910982,0,0,0,hsec02,0,-1,0,0,0,-1.571,1.571,,,,,,,,
sec03,0.00048653,0.015897,0.00070173,0,0,0,0.69712,0.0011428,-8.993E-05,-4.5622E-06,0.0011934,1.1001E-05,0.00095538,0,0,0,0,0,0,package://tripod6/meshes/sec03.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://tripod6/meshes/sec03.STL,,motor_mount_v3-1/motor v2 base-1;motor_mount_v3-1/motor_mount_L_bracket-1,Coordinate System3,Axis3,leg03,revolute,-0.19118,0.12753,0.029643,0,0,2.618,base_link,1,0,0,0,0,-1.571,1.571,,,,,,,,
hsec03,0.033218,-0.085802,-0.049531,0,0,0,2.5939,0.0085815,-1.0345E-07,0.0045728,0.013281,7.1198E-06,0.0050192,0,0,0,0,0,0,package://tripod6/meshes/hsec03.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://tripod6/meshes/hsec03.STL,,motor_mount_v3-1/motor v2 base-2;motor_mount_v3-1/motor_mount_connection_v3-1;Leg assembly-2/motor v2 base-1;Leg assembly-2/upper leg bottom plate-1;Leg assembly-2/Side wall 2-1;Leg assembly-2/upper leg v4 top part-1;Leg assembly-2/semi circle-1;Leg assembly-2/roller pin-1;Leg assembly-2/roller pin-2;Leg assembly-2/running_gear-1;Leg assembly-2/Side wall 1-2;Leg assembly-2/roller-2;Leg assembly-2/1428N37_T5 Series Timing Belt Pulley (MOD-Upper)-1;Leg assembly-2/motor to pulley v2-1;Leg assembly-2/tensioner roller-1;Leg assembly-2/tensioner arm-1,Coordinate System6,Axis6,high03,revolute,0.078806,0.089405,0.0041238,0.046092,0,0,sec03,0,-1,0,0,0,-1.571,1.571,,,,,,,,
lsec03,-0.0014205,-0.0074116,-0.053388,0,0,0,0.29202,0.00061533,-7.2533E-10,-1.4075E-05,0.0006811,-1.0164E-10,8.6637E-05,0,0,0,0,0,0,package://tripod6/meshes/lsec03.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://tripod6/meshes/lsec03.STL,,Leg assembly-2/leg v4 hex pin-1;Leg assembly-2/1428N37_T5 Series Timing Belt Pulley (MOD-Lower)-1;Leg assembly-2/bottom leg v5-1;Leg assembly-2/rubber_ball_knob-1;Leg assembly-2/Ball Bearing F608ZZ-1;Leg assembly-2/spacer-1;Leg assembly-2/Ball Bearing F608ZZ-2,Coordinate System9,Axis9,low03,revolute,0.15182,-0.10655,-0.22476,0,0,0,hsec03,0,-1,0,0,0,-1.571,1.571,,,,,,,,
